alcohol,average_wages,cancer,employment_rate,happiness,life_at_birth,life_at_old,location,obese,pollution,smokers,social_spending,suicide,time,hours_worked,gdp,education
11.1,21.4,202.8,65.8,7,81.2,19.8,ESP,,1703.5,,7016.7,6.7,2007.0,1703.5,1467074.6853,50.641071000000004
11.1,21.4,202.8,65.8,7,81.2,19.8,ESP,,1703.5,,7016.7,6.7,2007.0,1703.5,32431.570501,50.641071000000004
10.2,21.6,199.9,64.5,7.3,81.5,20.1,ESP,,1712.6,,7447.3,7,2008.0,1712.6,1528583.7562,51.101067
10.2,21.6,199.9,64.5,7.3,81.5,20.1,ESP,,1712.6,,7447.3,7,2008.0,1712.6,33242.245427,51.101067
10,21.6,197.8,60,6.2,81.9,20.4,ESP,52.8,1719.7,26.2,8146.8,6.9,2009.0,1719.7,1488202.608,51.624939000000005
10,21.6,197.8,60,6.2,81.9,20.4,ESP,52.8,1719.7,26.2,8146.8,6.9,2009.0,1719.7,32095.778361,51.624939000000005
9.8,21.9,197.5,58.9,6.2,82.4,20.75,ESP,,1710.4,,7902.2,6.3,2010.0,1710.4,1475563.9506,52.872963
9.8,21.9,197.5,58.9,6.2,82.4,20.75,ESP,,1710.4,,7902.2,6.3,2010.0,1710.4,31689.975608999997,52.872963
9,22.1,197.7,58,6.5,82.6,20.9,ESP,52.7,1715.5,23.9,8006.2,6.3,2011.0,1715.5,1489594.9525,54.039322
9,22.1,197.7,58,6.5,82.6,20.9,ESP,52.7,1715.5,23.9,8006.2,6.3,2011.0,1715.5,31872.363088,54.039322
8.8,22,194.1,55.8,6.3,82.5,20.75,ESP,,1701.2,,7750.5,6.9,2012.0,1701.2,1483646.9024,54.655888
8.8,22,194.1,55.8,6.3,82.5,20.75,ESP,,1701.2,,7750.5,6.9,2012.0,1701.2,31724.631513,54.655888
8.8,21.7,190.8,54.8,6.2,83.2,21.3,ESP,,1693.5,,7712.2,7.5,2013.0,1693.5,1512074.4311,55.454384000000005
8.8,21.7,190.8,54.8,6.2,83.2,21.3,ESP,,1693.5,,7712.2,7.5,2013.0,1693.5,32452.659676,55.454384000000005
8.7,21.9,185.8,56,6.5,83.3,21.4,ESP,51.5,1694.6,23,7741.4,7.6,2014.0,1694.6,1558306.9988,56.617626
8.7,21.9,185.8,56,6.5,83.3,21.4,ESP,51.5,1694.6,23,7741.4,7.6,2014.0,1694.6,33544.352014,56.617626
8.3,22.4,184.2,57.8,6.4,82.9,21,ESP,,1699.6,,7832.1,6.9,2015.0,1699.6,1621504.7716,57.434006
8.3,22.4,184.2,57.8,6.4,82.9,21,ESP,,1699.6,,7832.1,6.9,2015.0,1699.6,34938.581463999995,57.434006
8.6,22.6,184.7,59.5,6.3,83.4,21.5,ESP,,1701.5,,,6.8,2016.0,1701.5,1699205.0666,58.273926
8.6,22.6,184.7,59.5,6.3,83.4,21.5,ESP,,1701.5,,,6.8,2016.0,1701.5,36581.478491,58.273926
,22.7,,61.1,6.2,83.4,21.35,ESP,53,1690.2,22.1,,,2017.0,1690.2,1811953.3267,59.074471
,22.7,,61.1,6.2,83.4,21.35,ESP,53,1690.2,22.1,,,2017.0,1690.2,38939.213628,59.074471
14.8,55.7,238.4,69.7,5.3,73.2,15.85,EST,,1929,,3265.5,18.2,2007.0,1929.0,29447.0954,88.840322
14.8,55.7,238.4,69.7,5.3,73.2,15.85,EST,,1929,,3265.5,18.2,2007.0,1929.0,21927.988249,88.840322
14.2,54.1,237.5,70.1,5.5,74.2,16.3,EST,49.6,1900,26.2,3784.1,17.3,2008.0,1900.0,30303.8388,88.307181
14.2,54.1,237.5,70.1,5.5,74.2,16.3,EST,49.6,1900,26.2,3784.1,17.3,2008.0,1900.0,22641.840129,88.307181
11.9,52.6,234.7,63.8,5.1,75.2,16.7,EST,,1769,,4116.8,19.3,2009.0,1769.0,27360.7241,88.672438
11.9,52.6,234.7,63.8,5.1,75.2,16.7,EST,,1769,,4116.8,19.3,2009.0,1769.0,20484.183617,88.672438
11.4,53.7,233.4,61.2,,75.9,16.9,EST,48.6,1810,26.2,3948.4,15.9,2010.0,1810.0,28735.5072,89.135439
11.4,53.7,233.4,61.2,,75.9,16.9,EST,48.6,1810,26.2,3948.4,15.9,2010.0,1810.0,21552.169179,89.135439
12,52.1,235.5,65.3,5.5,76.4,17.45,EST,,1852,,3796.7,15.3,2011.0,1852.0,32579.4377,89.010265
12,52.1,235.5,65.3,5.5,76.4,17.45,EST,,1852,,3796.7,15.3,2011.0,1852.0,24501.344422,89.010265
12.1,52.3,233.3,67.2,5.4,76.5,17.55,EST,48.9,1820,26,3862.9,16.6,2012.0,1820.0,34419.8396,89.923865
12.1,52.3,233.3,67.2,5.4,76.5,17.55,EST,48.9,1820,26,3862.9,16.6,2012.0,1820.0,25973.316907,89.923865
11.9,53.2,231,68.5,5.4,77.3,17.75,EST,,1801,,3938,15.3,2013.0,1801.0,36239.2955,90.5193472
11.9,53.2,231,68.5,5.4,77.3,17.75,EST,,1801,,3938,15.3,2013.0,1801.0,27449.852709,90.5193472
11.1,50.6,237,69.6,5.6,77.2,17.8,EST,51.65,1795,22.1,4230.2,17.5,2014.0,1795.0,38074.6859,88.104996
11.1,50.6,237,69.6,5.6,77.2,17.8,EST,51.65,1795,22.1,4230.2,17.5,2014.0,1795.0,28936.529789,88.104996
10.6,50.5,234.9,71.9,5.6,77.7,18.1,EST,,1788,,4639.2,14.1,2015.0,1788.0,38426.9501,88.557836
10.6,50.5,234.9,71.9,5.6,77.7,18.1,EST,,1788,,4639.2,14.1,2015.0,1788.0,29259.841707,88.557836
10.2,50.1,226.6,72.1,5.6,77.8,18.25,EST,51.7,1791,21.3,,13,2016.0,1791.0,40654.6655,88.89556
10.2,50.1,226.6,72.1,5.6,77.8,18.25,EST,51.7,1791,21.3,,13,2016.0,1791.0,30894.950595,88.89556
10.3,49,,74.1,5.9,78.2,18.2,EST,,1792,,,,2017.0,1792.0,44063.6406,88.682817
10.3,49,,74.1,5.9,78.2,18.2,EST,,1792,,,,2017.0,1792.0,33493.189903,88.682817
,,,,,,,ETH,,,,,,2010.0,,,
,,,,,,,ETH,,,,,,2011.0,,,
,,,,4.6,,,ETH,,,,,,2012.0,,,
,,,,4.4,,,ETH,,,,,,2013.0,,,
,,,,4.5,,,ETH,,,,,,2014.0,,,
,,,,4.6,,,ETH,,,,,,2015.0,,,
,,,,4.3,,,ETH,,,,,,2016.0,,,
,,,,4.2,,,ETH,,,,,,2017.0,,,
,,,65.2,,,,EU2,,,,,,2007.0,,,
,,,65.7,,,,EU2,,,,,,2008.0,,,
,,,64.4,,,,EU2,,,,,,2009.0,,,
,,,64.1,,,,EU2,,,,,,2010.0,,,
,,,64.2,,,,EU2,,,,,,2011.0,,,
,,,64.1,,,,EU2,,,,,,2012.0,,,
,,,64,,,,EU2,,,,,,2013.0,,,
,,,64.8,,,,EU2,,,,,,2014.0,,,
,,,65.6,,,,EU2,,,,,,2015.0,,,
,,,66.6,,,,EU2,,,,,,2016.0,,,
,,,67.7,,,,EU2,,,,,,2017.0,,,
10.5,44.2,182.4,70.3,,79.6,19.1,FIN,48.9,1614,20.6,9428.4,18.2,2007.0,1614.0,199401.5227,80.509684
10.5,44.2,182.4,70.3,,79.6,19.1,FIN,48.9,1614,20.6,9428.4,18.2,2007.0,1614.0,37703.315125,80.509684
10.3,44.5,180.4,71,7.7,79.9,19.4,FIN,48.8,1608,20.4,9645.8,19,2008.0,1608.0,212373.3688,81.073233
10.3,44.5,180.4,71,7.7,79.9,19.4,FIN,48.8,1608,20.4,9645.8,19,2008.0,1608.0,39969.392258,81.073233
10,44.7,176.9,68.7,,80.1,19.4,FIN,49.3,1585,18.6,10162.5,18.9,2009.0,1585.0,201969.5903,81.973127
10,44.7,176.9,68.7,,80.1,19.4,FIN,49.3,1585,18.6,10162.5,18.9,2009.0,1585.0,37829.813305,81.973127
9.7,44.8,182.5,68.2,7.4,80.2,19.5,FIN,49.7,1592,19,10601.6,17.3,2010.0,1592.0,207762.3937,82.98283
9.7,44.8,182.5,68.2,7.4,80.2,19.5,FIN,49.7,1592,19,10601.6,17.3,2010.0,1592.0,38737.068591,82.98283
9.8,44.4,178.4,69,7.4,80.6,19.7,FIN,57.9,1587,17.8,10722.8,16.4,2011.0,1587.0,219214.027,83.72431
9.8,44.4,178.4,69,7.4,80.6,19.7,FIN,57.9,1587,17.8,10722.8,16.4,2011.0,1587.0,40683.337419,83.72431
9.3,45.1,176.5,69.4,7.4,80.7,19.7,FIN,53.7,1575,17,11009.1,15.6,2012.0,1575.0,219916.33899999998,84.797284
9.3,45.1,176.5,69.4,7.4,80.7,19.7,FIN,53.7,1575,17,11009.1,15.6,2012.0,1575.0,40619.937023,84.797284
9.1,45.3,175.8,68.9,7.4,81.1,19.9,FIN,49.9,1565,15.8,11288.1,15.8,2013.0,1565.0,224594.224,85.890567
9.1,45.3,175.8,68.9,7.4,81.1,19.9,FIN,49.9,1565,15.8,11288.1,15.8,2013.0,1565.0,41293.293616,85.890567
8.8,44.7,172.3,68.7,7.4,81.3,19.95,FIN,52.1,1562,15.4,11460.6,14.1,2014.0,1562.0,226490.0902,86.506886
8.8,44.7,172.3,68.7,7.4,81.3,19.95,FIN,52.1,1562,15.4,11460.6,14.1,2014.0,1562.0,41462.716744,86.506886
8.5,44.4,172.8,68.5,7.4,81.6,20.1,FIN,56,1563,17.4,11514.6,13.1,2015.0,1563.0,231351.0257,87.152865
8.5,44.4,172.8,68.5,7.4,81.6,20.1,FIN,56,1563,17.4,11514.6,13.1,2015.0,1563.0,42213.488867,87.152865
8.4,44.3,173.1,69.1,7.7,81.5,20.05,FIN,56,1560,15,,13.9,2016.0,1560.0,240309.4371,87.908145
8.4,44.3,173.1,69.1,7.7,81.5,20.05,FIN,56,1560,15,,13.9,2016.0,1560.0,43729.994198,87.908145
8.4,43.8,,70,7.8,81.7,20.25,FIN,62.3,1556,13,,,2017.0,1556.0,255299.9632,88.103821
8.4,43.8,,70,7.8,81.7,20.25,FIN,62.3,1556,13,,,2017.0,1556.0,46349.072869999996,88.103821
,,,,,,,FJI,,,,,,2010.0,,,
,,,,,,,FJI,,,,,,2011.0,,,
,,,,,,,FJI,,,,,,2012.0,,,
,,,,,,,FJI,,,,,,2013.0,,,
,,,,,,,FJI,,,,,,2014.0,,,
,,,,,,,FJI,,,,,,2015.0,,,
,,,,,,,FJI,,,,,,2016.0,,,
,,,,,,,FJI,,,,,,2017.0,,,
12.9,41.8,215.3,64.3,,81.2,20.7,FRA,,1537,,10355.6,15.8,2007.0,1537.0,2182208.3645,68.467199
12.9,41.8,215.3,64.3,,81.2,20.7,FRA,,1537,,10355.6,15.8,2007.0,1537.0,34095.407473,68.467199
12.5,42.4,213.6,64.9,7,81.4,20.75,FRA,39.2,1543,26.2,10414.8,16.1,2008.0,1543.0,2259255.8436,69.59817100000001
12.5,42.4,213.6,64.9,7,81.4,20.75,FRA,39.2,1543,26.2,10414.8,16.1,2008.0,1543.0,35102.870427999995,69.59817100000001
12.6,41.7,212,64.1,6.3,81.5,20.95,FRA,,1531,,11012.1,16.2,2009.0,1531.0,2244374.8476,70.254208
12.6,41.7,212,64.1,6.3,81.5,20.95,FRA,,1531,,11012.1,16.2,2009.0,1531.0,34693.236376,70.254208
12.3,41.8,207.7,64,6.8,81.8,21.15,FRA,42.9,1540,23.3,11180,15.9,2010.0,1540.0,2334490.5519,70.766678
12.3,41.8,207.7,64,6.8,81.8,21.15,FRA,42.9,1540,23.3,11180,15.9,2010.0,1540.0,35909.162325,70.766678
12.4,41.8,203.5,63.9,7,82.3,21.55,FRA,,1546,,11276.2,15.8,2011.0,1546.0,2446474.5436,71.614447
12.4,41.8,203.5,63.9,7,82.3,21.55,FRA,,1546,,11276.2,15.8,2011.0,1546.0,37447.949543,71.614447
12.2,41.7,201.2,64,6.6,82.1,21.25,FRA,44.4,1541,24.1,11438.9,14.6,2012.0,1541.0,2474005.2873,72.53453400000001
12.2,41.7,201.2,64,6.6,82.1,21.25,FRA,44.4,1541,24.1,11438.9,14.6,2012.0,1541.0,37684.198067000005,72.53453400000001
11.6,42.7,196.3,64,6.7,82.3,21.45,FRA,,1526,,11634.9,14.3,2013.0,1526.0,2608523.5042,74.846216
11.6,42.7,196.3,64,6.7,82.3,21.45,FRA,,1526,,11634.9,14.3,2013.0,1526.0,39528.473644,74.846216
12,43.8,196.8,63.6,6.5,82.8,21.85,FRA,46.1,1518,22.4,11808.9,13.1,2014.0,1518.0,2662032.8726,77.318504
12,43.8,196.8,63.6,6.5,82.8,21.85,FRA,46.1,1518,22.4,11808.9,13.1,2014.0,1518.0,40144.059485000005,77.318504
11.9,43.4,197.7,63.8,6.4,82.4,21.45,FRA,49,1519,,11796.1,13.1,2015.0,1519.0,2719224.5205,77.532398
11.9,43.4,197.7,63.8,6.4,82.4,21.45,FRA,49,1519,,11796.1,13.1,2015.0,1519.0,40840.848298000004,77.532398
11.7,43.5,,64.2,6.5,82.6,21.65,FRA,,1526,,,,2016.0,1526.0,2811271.3498,78.10829
11.7,43.5,,64.2,6.5,82.6,21.65,FRA,,1526,,,,2016.0,1526.0,42067.267458999995,78.10829
11.7,43.2,,64.7,6.6,82.6,21.6,FRA,,1522,,,,2017.0,1522.0,2959180.8645,78.384886
11.7,43.2,,64.7,6.6,82.6,21.6,FRA,,1522,,,,2017.0,1522.0,44125.387538,78.384886
,,,69.6,,,,G-7,,,,,,2007.0,,,
,,,69.5,,,,G-7,,,,,,2008.0,,,
,,,67.6,,,,G-7,,,,,,2009.0,,,
,,,67.2,,,,G-7,,,,,,2010.0,,,
,,,67.5,,,,G-7,,,,,,2011.0,,,
,,,67.7,,,,G-7,,,,,,2012.0,,,
,,,68,,,,G-7,,,,,,2013.0,,,
,,,68.6,,,,G-7,,,,,,2014.0,,,
,,,69.1,,,,G-7,,,,,,2015.0,,,
,,,69.9,,,,G-7,,,,,,2016.0,,,
,,,70.6,,,,G-7,,,,,,2017.0,,,
,36.8,,,,,,G20,,,,,,2010.0,,,63.861363
,36.8,,,,,,G20,,,,,,2011.0,,,63.443312
,,,,,,,G20,,,,,,2012.0,,,
,,,,,,,G20,,,,,,2013.0,,,
,,,,,,,G20,,,,,,2014.0,,,
,,,,,,,G20,,,,,,2015.0,,,
,,,,,,,G20,,,,,,2016.0,,,
,,,,,,,G20,,,,,,2017.0,,,
,,,,,,,G7M,,,,,,2010.0,,,
,,,,,,,G7M,,,,,,2011.0,,,
,,,,,,,G7M,,,,,,2012.0,,,
,,,,,,,G7M,,,,,,2013.0,,,
,,,,,,,G7M,,,,,,2014.0,,,
,,,,,,,G7M,,,,,,2015.0,,,
,,,,,,,G7M,,,,,,2016.0,,,
,,,,,,,G7M,,,,,,2017.0,,,
,,,,,,,GAB,,,,,,2010.0,,,
,,,,4.3,,,GAB,,,,,,2011.0,,,
,,,,4,,,GAB,,,,,,2012.0,,,
,,,,3.8,,,GAB,,,,,,2013.0,,,
,,,,3.9,,,GAB,,,,,,2014.0,,,
,,,,4.7,,,GAB,,,,,,2015.0,,,
,,,,4.8,,,GAB,,,,,,2016.0,,,
,,,,4.8,,,GAB,,,,,,2017.0,,,
11.1,36.7,234.8,71.5,6.8,79.7,18.85,GBR,60.8,1541,21,7090.1,6.3,2007.0,1541.0,2171276.2808,72.192711
11.1,36.7,234.8,71.5,6.8,79.7,18.85,GBR,60.8,1541,21,7090.1,6.3,2007.0,1541.0,35409.518759,72.192711
10.8,36.4,232.9,71.5,7,79.8,18.9,GBR,61.4,1521,21,7412.1,6.9,2008.0,1521.0,2251412.184,71.640652
10.8,36.4,232.9,71.5,7,79.8,18.9,GBR,61.4,1521,21,7412.1,6.9,2008.0,1521.0,36416.475543,71.640652
10.1,36.8,228.5,69.9,6.9,80.4,19.35,GBR,61.3,1516,21,7915.9,6.8,2009.0,1516.0,2165308.2947,73.743128
10.1,36.8,228.5,69.9,6.9,80.4,19.35,GBR,61.3,1516,21,7915.9,6.8,2009.0,1516.0,34777.923494,73.743128
10.1,36.9,226.3,69.4,7,80.6,19.5,GBR,62.8,1506,20,8045.4,6.7,2010.0,1506.0,2260384.4099,75.062401
10.1,36.9,226.3,69.4,7,80.6,19.5,GBR,62.8,1506,20,8045.4,6.7,2010.0,1506.0,36016.322656,75.062401
9.9,37.4,225.2,69.3,6.9,81,19.8,GBR,61.7,1518,20,8003.3,6.9,2011.0,1518.0,2329213.5968,76.832533
9.9,37.4,225.2,69.3,6.9,81,19.8,GBR,61.7,1518,20,8003.3,6.9,2011.0,1518.0,36805.144929,76.832533
9.6,37.1,225.8,70,6.9,81,19.7,GBR,61.9,1531,20,8106,6.9,2012.0,1531.0,2414959.0653,78.08523
9.6,37.1,225.8,70,6.9,81,19.7,GBR,61.9,1531,20,8106,6.9,2012.0,1531.0,37908.469748,78.08523
9.4,37.3,221.9,70.5,6.9,81.1,19.75,GBR,62.1,1541,19,8320.3,7.5,2013.0,1541.0,2533408.3138,79.150473
9.4,37.3,221.9,70.5,6.9,81.1,19.75,GBR,62.1,1541,19,8320.3,7.5,2013.0,1541.0,39519.051474,79.150473
9.4,36.9,219.7,71.9,6.8,81.4,20.05,GBR,61.7,1547,19,8269.3,7.4,2014.0,1547.0,2640578.6279,79.16503
9.4,36.9,219.7,71.9,6.8,81.4,20.05,GBR,61.7,1547,19,8269.3,7.4,2014.0,1547.0,40877.728499000004,79.16503
9.5,35.4,217.7,72.7,6.5,81,19.7,GBR,62.9,1531,17.8,8292.3,7.5,2015.0,1531.0,2738206.2539999997,79.61767
9.5,35.4,217.7,72.7,6.5,81,19.7,GBR,62.9,1531,17.8,8292.3,7.5,2015.0,1531.0,42055.079927,79.61767
9.5,35,216.4,73.5,6.8,81.2,19.95,GBR,61.4,1545,16.1,,7.3,2016.0,1545.0,2819115.7525,80.746979
9.5,35,216.4,73.5,6.8,81.2,19.95,GBR,61.4,1545,16.1,,7.3,2016.0,1545.0,42942.903859,80.746979
9.7,35.4,,74.1,7.1,81.3,19.95,GBR,64.3,1543,17.2,,,2017.0,1543.0,2965796.4538,81.168869
9.7,35.4,,74.1,7.1,81.3,19.95,GBR,64.3,1543,17.2,,,2017.0,1543.0,44909.092275,81.168869
,,,,3.7,,,GEO,,,,,,2007.0,,,
,,,,4.2,,,GEO,,,,,,2008.0,,,
,,,,3.8,,,GEO,,,,,,2009.0,,,
,,,,4.1,,,GEO,,,,,,2010.0,,,
,,,,4.2,,,GEO,,,,,,2011.0,,,
,,,,4.3,,,GEO,,,,,,2012.0,,,
,,,,4.3,,,GEO,,,,,,2013.0,,,
,,,,4.3,,,GEO,,,,,,2014.0,,,
,,,,4.1,,,GEO,,,,,,2015.0,,,
,,,,4.4,,,GEO,,,,,,2016.0,,,
,,,,4.5,,,GEO,,,,,,2017.0,,,
,,,,5.2,,,GHA,,,,,,2007.0,,,
,,,,5,,,GHA,,,,,,2008.0,,,
,,,,4.2,,,GHA,,,,,,2009.0,,,
,,,,4.6,,,GHA,,,,,,2010.0,,,
,,,,5.6,,,GHA,,,,,,2011.0,,,
,,,,5.1,,,GHA,,,,,,2012.0,,,
,,,,5,,,GHA,,,,,,2013.0,,,
,,,,3.9,,,GHA,,,,,,2014.0,,,
,,,,4,,,GHA,,,,,,2015.0,,,
,,,,4.5,,,GHA,,,,,,2016.0,,,
,,,,5.5,,,GHA,,,,,,2017.0,,,
,,,,,,,GIN,,,,,,2010.0,,,
,,,,4,,,GIN,,,,,,2011.0,,,
,,,,3.7,,,GIN,,,,,,2012.0,,,
,,,,3.9,,,GIN,,,,,,2013.0,,,
,,,,3.4,,,GIN,,,,,,2014.0,,,
,,,,3.5,,,GIN,,,,,,2015.0,,,
,,,,3.6,,,GIN,,,,,,2016.0,,,
,,,,4.9,,,GIN,,,,,,2017.0,,,
,,,,,,,GMB,,,,,,2010.0,,,
,,,,,,,GMB,,,,,,2011.0,,,
,,,,,,,GMB,,,,,,2012.0,,,
,,,,,,,GMB,,,,,,2013.0,,,
,,,,,,,GMB,,,,,,2014.0,,,
,,,,,,,GMB,,,,,,2015.0,,,
,,,,,,,GMB,,,,,,2016.0,,,
,,,,4.1,,,GMB,,,,,,2017.0,,,
,,,,,,,GNB,,,,,,2010.0,,,
,,,,,,,GNB,,,,,,2011.0,,,
,,,,,,,GNB,,,,,,2012.0,,,
,,,,,,,GNB,,,,,,2013.0,,,
,,,,,,,GNB,,,,,,2014.0,,,
,,,,,,,GNB,,,,,,2015.0,,,
,,,,,,,GNB,,,,,,2016.0,,,
,,,,,,,GNB,,,,,,2017.0,,,
,,,,,,,GNQ,,,,,,2010.0,,,
,,,,,,,GNQ,,,,,,2011.0,,,
,,,,,,,GNQ,,,,,,2012.0,,,
,,,,,,,GNQ,,,,,,2013.0,,,
,,,,,,,GNQ,,,,,,2014.0,,,
,,,,,,,GNQ,,,,,,2015.0,,,
,,,,,,,GNQ,,,,,,2016.0,,,
,,,,,,,GNQ,,,,,,2017.0,,,
9.7,37.2,209.6,60.9,6.6,79.7,18.8,GRC,,2019,,6423,2.8,2007.0,2019.0,323631.2287,60.077728
9.7,37.2,209.6,60.9,6.6,79.7,18.8,GRC,,2019,,6423,2.8,2007.0,2019.0,29291.872922000002,60.077728
9.5,37.8,208.8,61.4,,80.3,19.2,GRC,58.3,2015,39.7,6652.6,3.1,2008.0,2015.0,341817.8292,61.307026
9.5,37.8,208.8,61.4,,80.3,19.2,GRC,58.3,2015,39.7,6652.6,3.1,2008.0,2015.0,30855.935774,61.307026
9.1,37.8,203.3,60.9,6,80.4,19.45,GRC,55.8,1991,31.9,7155.4,3.2,2009.0,1991.0,337268.7866,61.4949
9.1,37.8,203.3,60.9,6,80.4,19.45,GRC,55.8,1991,31.9,7155.4,3.2,2009.0,1991.0,30365.360391000002,61.4949
9,38,196.5,59.1,5.8,80.7,19.6,GRC,,1932,,7001.9,3.1,2010.0,1932.0,313048.1016,62.736340000000006
9,38,196.5,59.1,5.8,80.7,19.6,GRC,,1932,,7001.9,3.1,2010.0,1932.0,28148.306881,62.736340000000006
8,38.4,193.4,55.1,5.4,80.8,19.7,GRC,,1949,,6675.9,3.9,2011.0,1949.0,290296.6852,64.554783
8,38.4,193.4,55.1,5.4,80.8,19.7,GRC,,1949,,6675.9,3.9,2011.0,1949.0,26141.091034,64.554783
7.6,39.1,198.2,50.8,5.1,80.7,19.5,GRC,,1966,,6423.2,4.2,2012.0,1966.0,279267.2732,65.78251599999999
7.6,39.1,198.2,50.8,5.1,80.7,19.5,GRC,,1966,,6423.2,4.2,2012.0,1966.0,25284.405781999998,65.78251599999999
7.5,39.8,200.4,48.8,4.7,81.4,20.15,GRC,,1970,,5843.6,4.5,2013.0,1970.0,286168.6393,67.19481999999999
7.5,39.8,200.4,48.8,4.7,81.4,20.15,GRC,,1970,,5843.6,4.5,2013.0,1970.0,26097.797516,67.19481999999999
7,40.2,199,49.4,4.8,81.5,20.25,GRC,56.2,1933,27.3,5945.9,4.7,2014.0,1933.0,292335.7415,68.266321
7,40.2,199,49.4,4.8,81.5,20.25,GRC,56.2,1933,27.3,5945.9,4.7,2014.0,1933.0,26838.582268000002,68.266321
6.6,41.2,199.5,50.8,5.6,81.1,19.9,GRC,,1943,,6027.6,4.4,2015.0,1943.0,291109.1186,70.219912
6.6,41.2,199.5,50.8,5.6,81.1,19.9,GRC,,1943,,6027.6,4.4,2015.0,1943.0,26902.327613,70.219912
6.5,41.4,199.2,52,5.3,81.5,20.3,GRC,,1942,,,4,2016.0,1942.0,293902.9558,71.650253
6.5,41.4,199.2,52,5.3,81.5,20.3,GRC,,1942,,,4,2016.0,1942.0,27273.873030000002,71.650253
,41.7,,53.5,5.1,81.4,20,GRC,55,1956,,,,2017.0,1956.0,307366.2974,72.709393
,41.7,,53.5,5.1,81.4,20,GRC,55,1956,,,,2017.0,1956.0,28579.715732999997,72.709393
,,,,6.3,,,GTM,,,,,,2007.0,,,
,,,,6.4,,,GTM,,,,,,2008.0,,,
,,,,6.5,,,GTM,,,,,,2009.0,,,
,,,,6.3,,,GTM,,,,,,2010.0,,,
,,,,5.7,,,GTM,,,,,,2011.0,,,
,,,,5.9,,,GTM,,,,,,2012.0,,,
,,,,6,,,GTM,,,,,,2013.0,,,
,,,,6.5,,,GTM,,,,,,2014.0,,,
,,,,6.5,,,GTM,,,,,,2015.0,,,
,,,,6.4,,,GTM,,,,,,2016.0,,,
,,,,6.3,,,GTM,,,,,,2017.0,,,
,,,,6,,,GUY,,,,,,2007.0,,,
,,,,5.1,,,HKG,,,,,,2008.0,,,
,,,,5.4,,,HKG,,,,,,2009.0,,,
,,,,5.6,,,HKG,,,,,,2010.0,,,
,,,,5.5,,,HKG,,,,,,2011.0,,,
,,,,5.5,,,HKG,,,,,,2012.0,,,
,,,,,,,HKG,,,,,,2013.0,,,
,,,,5.5,,,HKG,,,,,,2014.0,,,
,,,,,,,HKG,,,,,,2015.0,,,
,,,,5.5,,,HKG,,,,,,2016.0,,,
,,,,5.4,,,HKG,,,,,,2017.0,,,
,,,,5.1,,,HND,,,,,,2007.0,,,
,,,,5.4,,,HND,,,,,,2008.0,,,
,,,,6,,,HND,,,,,,2009.0,,,
,,,,5.9,,,HND,,,,,,2010.0,,,
,,,,5,,,HND,,,,,,2011.0,,,
,,,,4.6,,,HND,,,,,,2012.0,,,
,,,,4.7,,,HND,,,,,,2013.0,,,
,,,,5.1,,,HND,,,,,,2014.0,,,
,,,,4.8,,,HND,,,,,,2015.0,,,
,,,,5.6,,,HND,,,,,,2016.0,,,
,,,,6,,,HND,,,,,,2017.0,,,
,,,,5.8,,,HRV,,,,,,2007.0,,83340.2427,
,,,,5.8,,,HRV,,,,,,2007.0,,19324.160153999997,
,,,,,,,HRV,,,,,,2008.0,,89802.0305,
,,,,,,,HRV,,,,,,2008.0,,20831.477402,
,,,,5.4,,,HRV,,,,,,2009.0,,86253.552,
,,,,5.4,,,HRV,,,,,,2009.0,,20029.519856,
,,,,5.6,,,HRV,,,,,,2010.0,,84965.6998,
,,,,5.6,,,HRV,,,,,,2010.0,,19776.242675999998,
,,,,5.4,,,HRV,,,,,,2011.0,,88859.4888,
,,,,5.4,,,HRV,,,,,,2011.0,,20747.405605,
,,,,6,,,HRV,,,,,,2012.0,,90287.2262,
,,,,6,,,HRV,,,,,,2012.0,,21149.195358,
,,,,5.9,,,HRV,,,,,,2013.0,,92803.8448,
,,,,5.9,,,HRV,,,,,,2013.0,,21813.233287,
,,,,5.4,,,HRV,,,,,,2014.0,,93571.4326,
,,,,5.4,,,HRV,,,,,,2014.0,,22089.24741,
,,,,5.2,,,HRV,,,,,,2015.0,,96717.1612,
,,,,5.2,,,HRV,,,,,,2015.0,,22984.157225,
,,,,5.4,,,HRV,,,,,,2016.0,,102373.7342,
,,,,5.4,,,HRV,,,,,,2016.0,,24535.693664,
,,,,5.3,,,HRV,,,,,,2017.0,,108457.1419,
,,,,5.3,,,HRV,,,,,,2017.0,,26261.743927,
,,,,3.8,,,HTI,,,,,,2008.0,,,
,,,,3.8,,,HTI,,,,,,2010.0,,,
,,,,4.8,,,HTI,,,,,,2011.0,,,
,,,,4.4,,,HTI,,,,,,2012.0,,,
,,,,4.6,,,HTI,,,,,,2013.0,,,
,,,,3.9,,,HTI,,,,,,2014.0,,,
,,,,3.6,,,HTI,,,,,,2015.0,,,
,,,,3.4,,,HTI,,,,,,2016.0,,,
,,,,3.8,,,HTI,,,,,,2017.0,,,
12.6,61.2,293,57,5,73.6,15.75,HUN,,1795,,5071.3,23.3,2007.0,1795.0,191362.818,79.20582999999999
12.6,61.2,293,57,5,73.6,15.75,HUN,,1795,,5071.3,23.3,2007.0,1795.0,19030.131729,79.20582999999999
